grid_id,area_name,latitude,longitude,population_density,avg_income,avg_bill_per_person,restaurant_star_rating,review_count,avg_review_score,same_cuisine_competitors_1km,other_cuisine_competitors_1km,office_density,nightlife_density,mall_proximity,college_proximity,parking_availability,public_transport_connectivity,restaurant_type,restaurant_style,location_score,lat_idx,lon_idx,grid_cell_id
G0135,Koramangala,12.933082332405712,77.62290103567416,13599,65217.0,3022.0,3.72,487,3.88,13,67,65,97,6.52,1.64,22.69,4,Seafood,Bar/Pub,3.7782523179998207e-07,25,20,25_20
G0136,Koramangala,12.947575330739156,77.62949424567219,12277,163143.0,3015.0,3.93,121,3.95,16,67,27,69,4.07,0.77,45.72,7,Chinese,Food Court,9.459235327010609e-07,28,21,28_21
G0137,Koramangala,12.940668348390432,77.61392703116991,13600,98929.0,4971.0,4.17,241,4.16,16,68,30,109,3.81,1.41,28.49,5,Italian,Quick Service,5.327310541565917e-07,26,18,26_18
G0138,Koramangala,12.923123231255865,77.61480551871081,15806,99929.0,399.0,4.05,84,3.91,28,70,53,36,3.68,1.44,19.22,5,Biryani,Casual Dining,4.3473218729069945e-07,22,18,22_18
G0139,Koramangala,12.946182584717814,77.62425788301486,19759,84301.0,2445.0,4.19,325,4.54,19,60,83,114,5.26,3.54,12.41,6,South Indian,Bar/Pub,2.7912055057379305e-07,27,20,27_20
G0140,Koramangala,12.926468480485603,77.61114567553783,19522,128424.0,1940.0,4.83,238,4.88,24,68,0,67,3.83,3.42,62.22,4,Chinese,Fine Dining,3.1581936328533395e-07,23,17,23_17
G0141,Koramangala,12.94990499871134,77.63803812746985,14858,165420.0,2693.0,3.61,444,3.73,23,66,56,115,5.63,1.81,71.27,3,North Indian,Family Style,4.110175658321206e-07,28,23,28_23
G0142,Koramangala,12.9430520159802,77.63263218167634,21337,103287.0,476.0,3.89,212,3.97,15,37,39,55,5.9,5.25,78.85,7,Seafood,Quick Service,2.2183722111825012e-07,27,22,27_22
G0143,Koramangala,12.946868200121338,77.61307040543868,14676,81558.0,2140.0,3.41,103,3.66,22,69,84,118,2.06,0.2,21.08,3,Japanese,Quick Service,50.00000023043676,28,17,28_17
G0144,Koramangala,12.947347884068405,77.62146425163137,12404,75753.0,960.0,3.83,321,3.64,41,55,61,90,4.59,4.79,50.4,7,South Indian,Bar/Pub,1.3681720069909728e-07,28,19,28_19
G0145,Koramangala,12.946572787764817,77.62795891104543,13829,56194.0,4439.0,4.23,140,4.41,13,54,64,74,4.33,1.27,80.45,5,Chinese,Family Style,5.706540258051221e-07,28,21,28_21
G0146,Koramangala,12.926147186471342,77.61462008743483,18643,52960.0,2656.0,4.03,89,4.02,30,45,100,63,2.56,0.93,28.92,7,Italian,Family Style,8.129455173688112e-07,23,18,23_18
G0147,Koramangala,12.9260331300339,77.62696996952981,17820,57106.0,3631.0,3.9,328,4.12,31,53,22,94,2.3,1.68,28.02,5,Italian,Family Style,5.137964541798715e-07,23,20,23_20
G0148,Koramangala,12.944932555957232,77.61064558673772,19724,148338.0,5561.0,4.63,282,4.47,26,9,71,69,6.3,2.69,35.01,9,Chinese,Cafe/Bistro,3.8010535796829405e-07,27,17,27_17
G0149,Koramangala,12.936253936012864,77.62050240534631,16850,106199.0,4559.0,3.42,156,3.38,10,56,9,67,3.92,1.26,34.59,5,Italian,Food Court,5.659244673656881e-07,25,19,25_19
G0150,Koramangala,12.920503686358794,77.62530065378914,21532,82645.0,4671.0,3.52,216,3.45,13,47,22,87,5.6,4.59,45.01,8,Biryani,Bar/Pub,2.4944800567368894e-07,22,20,22_20
G0151,Koramangala,12.92888473898661,77.61977459844167,18934,136014.0,247.0,3.86,143,3.2,12,18,78,71,4.4,0.52,47.74,4,Japanese,Food Court,1.5687907868704927e-06,24,19,24_19
G0152,Koramangala,12.932693305336478,77.63809164762942,15321,165407.0,3264.0,4.64,246,4.35,31,60,95,91,4.42,3.07,0.0,10,Chinese,Food Truck,3.308924629598062e-07,24,23,24_23
G0153,Koramangala,12.949043768692707,77.61843232187843,15751,77543.0,3956.0,3.59,186,3.54,7,72,0,79,3.36,3.71,31.49,8,South Indian,Food Truck,2.8931237893357566e-07,28,19,28_19
G0154,Koramangala,12.944726881595718,77.62258463780337,13842,50794.0,4187.0,4.17,132,4.09,21,45,0,92,5.02,4.19,54.52,6,BBQ,Bar/Pub,1.9891565651436867e-07,27,20,27_20
G0155,Koramangala,12.948340744039928,77.61309920477787,21640,158255.0,1711.0,4.45,429,4.69,11,56,23,2,4.59,0.67,52.45,8,North Indian,Casual Dining,1.171861762833625e-06,28,17,28_17
G0156,Koramangala,12.923630824771609,77.63620871962148,18657,55949.0,3640.0,4.43,89,4.56,16,77,38,104,0.33,1.38,38.03,7,Japanese,Cafe/Bistro,4.190956361500149e-06,22,22,22_22
G0157,Koramangala,12.92350106920066,77.61690206624868,18288,59396.0,4433.0,4.25,32,4.52,24,31,59,40,2.6,2.95,47.08,2,Chinese,Bar/Pub,3.5528165390200544e-07,22,18,22_18
G0158,Koramangala,12.936535235305191,77.62646020769262,20118,89079.0,4396.0,4.08,264,4.06,32,51,71,120,3.25,2.97,22.39,2,Biryani,Quick Service,3.3642100552848533e-07,25,20,25_20
G0159,Koramangala,12.922073200733395,77.62962300414839,21704,118682.0,1045.0,4.54,67,4.77,25,20,77,58,4.21,3.33,16.55,6,Cafe,Family Style,3.06867522387984e-07,22,21,22_21
G0160,Koramangala,12.933010354607728,77.63320432968736,15433,87166.0,2520.0,4.5,194,4.71,17,23,90,58,3.6,3.47,38.8,3,Bakery,Bar/Pub,2.9878494507231986e-07,25,22,25_22
G0161,Koramangala,12.941345157241674,77.62555026511268,14405,113708.0,1962.0,4.57,230,4.95,24,23,70,109,5.39,2.9,33.57,7,Thai,Food Court,3.096876068567731e-07,26,20,26_20
G0162,Koramangala,12.949832813378933,77.61607698608698,13967,138801.0,4878.0,3.97,273,4.06,29,70,23,39,6.24,0.2,71.7,7,Bakery,Cafe/Bistro,50.00000010671428,28,18,28_18
G0163,Koramangala,12.9422764461583,77.61031230757625,16665,63491.0,2901.0,4.39,217,4.28,21,56,36,113,0.97,2.67,54.79,4,Thai,Food Court,8.31347940926495e-07,27,17,27_17
G0164,Koramangala,12.925218800920424,77.62684076155969,18352,136549.0,1329.0,3.81,184,3.86,17,70,20,78,5.58,2.84,49.05,7,Chinese,Bar/Pub,2.891032103403347e-07,23,20,23_20
G0165,Koramangala,12.935609877466002,77.62372932660367,15590,56966.0,5293.0,3.89,313,4.11,33,51,18,120,5.05,3.47,49.09,6,Seafood,Fine Dining,2.3486109098313892e-07,25,20,25_20
G0166,Koramangala,12.931542794601889,77.63903475645067,21653,47643.0,1511.0,4.57,36,4.63,9,35,87,79,5.27,2.07,40.27,5,Seafood,Casual Dining,3.9035896896591743e-07,24,23,24_23
G0167,Koramangala,12.944880327433312,77.63765040520937,19146,84943.0,3836.0,4.06,221,4.12,23,42,139,87,4.03,1.78,51.28,5,Biryani,Bar/Pub,4.6991079500902993e-07,27,23,27_23
G0168,Koramangala,12.936471779178651,77.62603636695341,14270,62694.0,5446.0,3.89,274,3.85,33,71,62,104,2.91,4.1,25.91,7,Continental,Food Truck,2.7562777910108934e-07,25,20,25_20
G0169,Koramangala,12.938076404388474,77.61826728581941,18137,87165.0,2903.0,4.5,143,4.35,24,34,90,94,4.92,4.78,23.43,7,Bakery,Fine Dining,2.412448318722129e-07,26,19,26_19
G0170,Koramangala,12.924507807068304,77.61140976518182,13453,145016.0,2429.0,3.63,463,3.88,16,57,87,72,2.8,2.36,39.39,8,South Indian,Family Style,4.384199254631379e-07,23,17,23_17
G0171,Koramangala,12.942906357972,77.62473139372679,18859,173302.0,1584.0,3.95,271,4.28,18,30,2,64,5.98,3.43,42.44,8,Japanese,Cafe/Bistro,2.8964356594723865e-07,27,20,27_20
G0172,Koramangala,12.94343701058215,77.6114121760224,19471,118420.0,978.0,4.4,313,4.55,13,76,75,87,6.42,2.55,33.92,7,Biryani,Food Court,3.37921130658629e-07,27,17,27_17
G0173,Koramangala,12.945092744973596,77.6248594412217,17625,92761.0,2652.0,4.44,363,4.58,15,39,117,104,2.67,0.86,0.0,7,Mexican,Fine Dining,9.54255175972085e-07,27,20,27_20
G0174,Koramangala,12.920506725603062,77.63844947962625,18826,53180.0,3446.0,3.78,204,4.17,19,74,0,87,4.0,1.46,21.34,6,South Indian,Fine Dining,4.728143752448212e-07,22,23,22_23
G0175,Koramangala,12.943438782642168,77.61637764221997,14708,174677.0,5783.0,4.66,178,4.19,20,49,74,59,0.2,0.82,87.61,7,North Indian,Casual Dining,50.00000085884964,27,18,27_18
G0176,Koramangala,12.947815216772522,77.61077221645714,14550,118445.0,2240.0,4.41,126,4.12,25,42,68,71,2.68,1.36,77.47,8,Thai,Quick Service,6.253948780216257e-07,28,17,28_17
G0177,Koramangala,12.937039171056265,77.62023862539523,14520,156618.0,3931.0,3.85,225,3.77,26,19,33,61,5.86,1.04,75.58,6,Thai,Casual Dining,6.644359481852516e-07,25,19,25_19
G0178,Koramangala,12.934977832969698,77.62864730513742,18012,103618.0,4225.0,3.95,406,3.85,30,42,119,105,3.86,0.61,70.82,6,Italian,Fine Dining,1.3103701557092781e-06,25,21,25_21
G0179,Koramangala,12.93610624358463,77.63292718077611,20671,160749.0,5691.0,4.02,502,3.99,21,47,54,62,3.12,0.74,44.94,6,Seafood,Family Style,1.1130163052801396e-06,25,22,25_22
G0180,Koramangala,12.923363312348762,77.61179500278558,19479,164017.0,2265.0,4.43,61,4.62,14,64,61,31,6.24,5.24,43.41,7,Seafood,Fine Dining,2.4231105018746533e-07,22,17,22_17
G0181,Koramangala,12.943859835097571,77.62766398385001,20877,47436.0,3249.0,4.43,161,4.66,29,45,107,96,4.61,2.34,26.66,1,Cafe,Bar/Pub,3.2481722233318343e-07,27,21,27_21
G0182,Koramangala,12.924422036326265,77.63147344245039,14091,110351.0,590.0,3.41,47,3.44,22,29,84,73,2.63,1.35,4.0,5,Biryani,Cafe/Bistro,5.381336409224722e-07,23,21,23_21
G0183,Koramangala,12.945260623305028,77.613802763141,13104,62375.0,4249.0,4.32,0,4.22,18,37,0,98,3.15,2.56,57.74,7,North Indian,Food Court,3.6275525168353884e-07,27,18,27_18
G0184,Koramangala,12.944447500985468,77.63032668735794,12977,176063.0,633.0,3.87,342,3.94,33,59,44,65,2.62,2.6,73.93,8,Mexican,Fine Dining,3.974085734146864e-07,27,21,27_21
G0185,Koramangala,12.935102112586051,77.63663239209008,19098,140113.0,1102.0,3.21,381,3.16,22,49,72,91,3.53,0.3,65.02,8,Japanese,Quick Service,4.752299018151388e-06,25,23,25_23
G0186,Koramangala,12.928026087512569,77.61172377948799,19451,92706.0,3131.0,4.09,192,4.62,17,25,114,60,3.6,1.16,28.32,8,Italian,Cafe/Bistro,6.855370180263367e-07,23,17,23_17
G0187,Koramangala,12.929525039611812,77.63548744180578,14005,69562.0,3579.0,3.97,197,4.21,30,48,45,73,2.38,2.95,45.63,7,Bakery,Food Court,3.644783617968169e-07,24,22,24_22
G0188,Koramangala,12.936795138098688,77.62467073895579,18013,168914.0,609.0,4.69,311,4.54,23,75,108,101,3.56,0.43,35.92,5,Japanese,Quick Service,2.198921249791305e-06,25,20,25_20
G0189,Koramangala,12.948600998845844,77.624257556148,15517,75453.0,5863.0,4.16,236,3.9,25,61,22,45,6.53,3.98,36.35,7,Biryani,Casual Dining,1.8860995848023414e-07,28,20,28_20
G0190,Koramangala,12.926448354881623,77.63885050307668,18305,178742.0,186.0,4.39,279,4.41,26,27,84,17,8.74,3.7,36.04,5,Cafe,Cafe/Bistro,2.151833844501482e-07,23,23,23_23
G0191,Koramangala,12.933619238430294,77.62904604298103,16581,114688.0,5543.0,3.94,0,3.86,24,52,0,60,4.04,0.91,32.08,9,North Indian,Fine Dining,7.848739168327182e-07,25,21,25_21
G0192,Koramangala,12.938862533367557,77.62524760373205,15996,170963.0,3681.0,4.27,233,4.39,19,41,49,97,4.61,3.24,32.32,9,Italian,Bar/Pub,3.52372048259528e-07,26,20,26_20
G0193,Koramangala,12.92900742409198,77.61202207050185,16231,107014.0,2020.0,4.35,104,4.59,21,70,0,116,3.69,1.36,26.57,9,Cafe,Quick Service,5.592205924668189e-07,24,17,24_17
G0194,Koramangala,12.924196601607283,77.63055796637762,18452,114163.0,1438.0,4.15,53,4.15,21,61,71,94,0.93,0.7,51.39,3,Seafood,Food Court,1.5977928264518436e-06,23,21,23_21
G0195,Koramangala,12.934271553407395,77.6228643891935,21394,126863.0,5028.0,4.15,0,3.96,21,66,5,91,6.39,1.72,60.86,4,Chinese,Casual Dining,4.335867633358708e-07,25,20,25_20
G0196,Koramangala,12.935012486695852,77.62201702221918,18052,137407.0,508.0,3.88,245,4.0,26,62,46,114,2.52,4.89,62.26,5,North Indian,Quick Service,3.3153808942890675e-07,25,19,25_19
G0197,Koramangala,12.922320357746583,77.61273493217408,13487,177479.0,3242.0,4.04,78,4.07,6,37,0,86,6.08,2.49,1.91,3,Japanese,Quick Service,3.0566269380096275e-07,22,17,22_17
G0198,Koramangala,12.936191417184158,77.6374001163532,21610,125828.0,3843.0,3.91,166,4.34,33,76,48,97,3.02,4.59,25.08,6,Fast Food,Bar/Pub,3.091832823909628e-07,25,23,25_23
G0199,Koramangala,12.932992170943832,77.6197431332888,14903,167333.0,3296.0,3.63,33,3.49,22,61,84,106,4.04,2.09,32.78,5,Thai,Casual Dining,3.9108095814494207e-07,25,19,25_19
G0200,Koramangala,12.948497692544306,77.6144771056329,13760,148876.0,1197.0,4.02,16,4.15,34,21,63,86,4.09,3.19,39.41,9,Italian,Food Truck,2.8160677700145674e-07,28,18,28_18
G0201,Koramangala,12.932523503068376,77.62505632719831,16297,77365.0,2455.0,3.99,195,3.86,6,48,99,40,2.43,3.02,37.95,7,Mexican,Cafe/Bistro,4.0459397062225597e-07,24,20,24_20
G0202,Koramangala,12.922499111146342,77.63900231653841,16168,75774.0,4817.0,4.58,280,4.19,14,57,80,79,3.83,5.62,29.5,9,Japanese,Quick Service,2.8069093710877964e-07,22,23,22_23
G0203,Koramangala,12.9464132972276,77.63895621437727,16943,147151.0,4555.0,3.91,160,4.04,26,47,45,54,4.53,4.63,41.39,7,Continental,Food Truck,2.496484625971268e-07,28,23,28_23
G0204,Koramangala,12.942696350712763,77.63747141697803,15325,119337.0,1817.0,3.47,80,3.42,27,32,59,67,4.36,3.36,63.75,9,Cafe,Food Truck,2.583864275680093e-07,27,23,27_23
G0205,Koramangala,12.94281024304498,77.62942700026066,15099,142269.0,2061.0,3.92,406,3.62,24,69,61,106,3.13,2.86,42.0,8,Mexican,Food Court,3.703857387900732e-07,27,21,27_21
G0206,Koramangala,12.929445130017358,77.61410155855006,15563,152886.0,3709.0,3.86,154,4.11,36,46,78,118,5.96,2.4,85.54,8,Chinese,Food Truck,3.5517142412661004e-07,24,18,24_18
G0207,Koramangala,12.947558730506447,77.62198750541118,21882,100342.0,3956.0,4.23,248,4.45,30,36,44,120,4.46,3.9,52.62,9,Cafe,Food Court,3.264810319798952e-07,28,19,28_19
G0208,Koramangala,12.926879787539242,77.63734057565193,16568,102399.0,5029.0,4.27,270,4.48,32,52,100,61,5.38,2.28,36.17,8,Chinese,Bar/Pub,3.5046456136733194e-07,23,23,23_23
G0209,Koramangala,12.927884625041782,77.63970705227628,12005,132059.0,263.0,4.65,351,4.78,5,54,80,104,1.64,1.84,11.7,5,Thai,Food Truck,6.600363510185432e-07,23,23,23_23
G0210,Koramangala,12.935461845427527,77.63778542876838,16593,80511.0,5391.0,4.88,296,4.75,22,32,92,63,2.17,3.23,51.19,6,Thai,Quick Service,4.6715010058157175e-07,25,23,25_23
G0211,Koramangala,12.948773168975574,77.6148460760022,19150,84109.0,1469.0,3.89,164,3.93,21,64,58,54,3.67,2.65,39.91,3,Thai,Casual Dining,2.9863802148616737e-07,28,18,28_18
G0212,Koramangala,12.931500583987578,77.62951548460592,17352,66229.0,1980.0,4.56,128,4.69,19,51,120,114,6.34,0.27,52.95,8,Chinese,Bar/Pub,6.664196283083305e-06,24,21,24_21
G0213,Koramangala,12.9241054606654,77.62107674333225,15807,176555.0,4260.0,3.66,209,3.81,18,21,58,83,4.83,1.83,47.32,7,BBQ,Casual Dining,4.6080673039645547e-07,23,19,23_19
G0214,Koramangala,12.9306986588546,77.63897942227557,18573,68657.0,2269.0,3.59,467,3.39,22,49,9,90,5.57,0.93,48.7,5,Mexican,Fine Dining,6.999354047910202e-07,24,23,24_23
G0215,Koramangala,12.941543825203492,77.61427212440145,15033,133402.0,453.0,4.08,150,4.1,21,80,124,103,5.2,1.12,62.52,8,Japanese,Family Style,6.363340475383031e-07,26,18,26_18
G0216,Koramangala,12.949044984634362,77.63148207131535,16973,154702.0,235.0,3.82,261,3.81,29,66,62,87,4.94,0.2,61.43,4,Italian,Cafe/Bistro,50.00000011659359,28,21,28_21
G0217,Koramangala,12.944976296206098,77.62909488359031,19933,106880.0,968.0,3.82,127,4.06,30,70,32,120,2.37,2.17,34.27,5,North Indian,Food Truck,4.489010119198788e-07,27,21,27_21
G0218,Koramangala,12.923077453523357,77.63472225335984,17755,86379.0,5015.0,3.3,227,3.41,22,62,86,95,4.36,1.41,36.19,5,North Indian,Casual Dining,5.029527476280039e-07,22,22,22_22
G0219,Koramangala,12.931434475689548,77.61708532218478,15092,177075.0,4080.0,3.46,270,3.82,27,50,84,86,0.82,1.82,23.83,5,North Indian,Family Style,1.0982912743208553e-06,24,18,24_18
G0220,Koramangala,12.939208688611185,77.63082061916525,16506,132916.0,3926.0,4.23,276,4.27,15,35,0,30,3.0,1.77,29.68,5,BBQ,Fine Dining,4.871171537795728e-07,26,21,26_21
G0221,Koramangala,12.92550307446657,77.62633319363346,18413,138029.0,1351.0,3.61,355,3.62,19,45,104,100,4.79,2.2,68.98,4,Bakery,Fine Dining,3.8597580152147714e-07,23,20,23_20
G0222,Koramangala,12.933117793433365,77.61491013357666,14659,136750.0,1416.0,3.68,94,3.68,15,43,48,72,6.16,3.48,42.9,3,Thai,Food Court,2.0682712615861635e-07,25,18,25_18
G0223,Koramangala,12.943320149121396,77.62385111814,12769,100633.0,2780.0,3.67,296,3.97,23,52,0,73,6.03,4.83,31.71,6,Bakery,Bar/Pub,1.4256593503588623e-07,27,20,27_20
G0224,Koramangala,12.941958546922145,77.61387453441026,14508,72756.0,3902.0,4.29,336,4.4,31,37,49,34,4.35,2.76,77.2,3,Cafe,Cafe/Bistro,2.718623874356111e-07,27,18,27_18
G0225,Koramangala,12.949123544535771,77.6205085653074,17005,162948.0,188.0,3.55,169,3.86,29,42,0,74,4.72,2.51,46.68,9,Mexican,Family Style,3.0667426429963196e-07,28,19,28_19
G0226,Koramangala,12.949249974362932,77.61779276472356,18348,109132.0,1245.0,4.71,272,4.59,25,52,12,51,4.58,1.26,44.13,7,Thai,Quick Service,5.585601998150673e-07,28,19,28_19
G0227,Koramangala,12.937025153987376,77.6234868441941,15055,167491.0,2015.0,3.98,417,4.1,17,39,0,120,2.28,3.1,27.16,6,Biryani,Cafe/Bistro,4.41946239715654e-07,25,20,25_20
G0228,Koramangala,12.92102564040087,77.62042974605038,13505,135571.0,1662.0,4.2,93,3.98,17,61,25,60,2.62,2.55,35.43,7,Mexican,Casual Dining,3.9112812900547726e-07,22,19,22_19
G0229,Koramangala,12.928149292991751,77.63853301640331,14246,87762.0,1948.0,3.94,118,3.6,22,24,88,105,5.3,2.93,73.24,4,Seafood,Casual Dining,2.64351194535397e-07,23,23,23_23
G0230,Koramangala,12.93273132505371,77.6130560920973,21544,52167.0,5045.0,3.81,55,3.89,24,85,73,86,4.44,2.0,42.99,8,Cafe,Quick Service,3.9589950906331906e-07,24,17,24_17
G0231,Koramangala,12.920897688134184,77.63065211783383,14082,93870.0,2399.0,4.4,58,4.09,29,79,68,78,4.24,0.2,46.76,8,Italian,Food Truck,50.000000121324575,22,21,22_21
G0232,Koramangala,12.947417361211375,77.61647881855748,18794,67296.0,442.0,4.14,240,3.79,16,56,101,54,5.13,2.98,16.41,6,BBQ,Cafe/Bistro,2.4900613454288076e-07,28,18,28_18
G0233,Koramangala,12.947178335875444,77.63790555992965,21971,175420.0,4527.0,4.68,52,4.63,19,35,64,95,2.31,2.6,25.16,6,Cafe,Food Court,5.476212383903881e-07,28,23,28_23
G0234,Koramangala,12.933257676361238,77.63291164710698,14840,159713.0,1718.0,3.85,447,3.57,30,66,89,8,3.88,0.38,23.41,9,Mexican,Cafe/Bistro,2.6553873000428316e-06,25,22,25_22
G0235,Koramangala,12.92656970912575,77.62688694699789,17111,51943.0,1035.0,4.59,303,4.21,14,66,67,96,6.42,1.7,32.13,5,Seafood,Food Court,3.872703150498389e-07,23,20,23_20
G0236,Koramangala,12.923530776827658,77.6299710461063,12297,134729.0,5884.0,3.31,189,3.39,34,51,63,109,1.53,1.87,42.75,7,North Indian,Fine Dining,6.406215317489983e-07,22,21,22_21
G0237,Koramangala,12.93192955901164,77.6126913877205,19519,64710.0,5554.0,4.93,304,4.84,20,42,92,79,4.54,3.44,54.24,8,Fast Food,Cafe/Bistro,3.5564946865094473e-07,24,17,24_17
G0238,Koramangala,12.929183385028756,77.63426662482652,19094,134887.0,302.0,4.25,328,4.41,18,67,84,74,4.01,3.05,52.67,7,Continental,Casual Dining,3.4749458810165943e-07,24,22,24_22
G0239,Koramangala,12.94084874263821,77.63547070059238,14385,141774.0,5054.0,3.99,236,4.13,18,75,34,114,6.46,1.85,63.42,9,Chinese,Fine Dining,4.3497328296805276e-07,26,22,26_22
G0240,Koramangala,12.93462400516491,77.63287163726955,14954,127498.0,2467.0,4.71,236,4.89,26,61,130,94,5.06,4.4,34.21,4,Cafe,Family Style,2.507006669904283e-07,25,22,25_22
G0241,Koramangala,12.921861952178782,77.61125412532091,16161,128831.0,706.0,3.65,307,3.63,19,41,0,51,5.17,2.52,18.52,7,Seafood,Casual Dining,2.678060020032969e-07,22,17,22_17
G0242,Koramangala,12.925051979510378,77.62994328759007,14677,111269.0,3107.0,3.96,38,4.03,33,75,36,99,3.49,1.65,58.22,4,Cafe,Food Truck,4.3443332898387976e-07,23,21,23_21
G0243,Koramangala,12.944356315335892,77.6156101387892,12472,115371.0,4920.0,3.42,257,3.43,19,30,47,46,2.98,0.2,14.08,7,Seafood,Food Court,50.00000017043224,27,18,27_18
G0244,Koramangala,12.9436806539028,77.6338820174827,16965,154241.0,481.0,3.86,280,4.0,10,54,82,14,4.38,0.2,33.17,6,Thai,Casual Dining,50.00000015224363,27,22,27_22
G0245,Koramangala,12.944966434759548,77.61693449149027,17826,168657.0,5311.0,4.0,252,3.83,6,40,46,65,7.01,1.19,30.4,4,Italian,Family Style,6.184686527218582e-07,27,18,27_18
G0246,Koramangala,12.9379761982007,77.62653821688407,20795,172489.0,1317.0,4.05,242,4.12,32,29,60,69,3.23,2.36,56.39,5,Cafe,Casual Dining,4.2073325219781817e-07,26,20,26_20
G0247,Koramangala,12.92696909012514,77.61248689212539,18649,57816.0,4362.0,3.18,165,3.03,18,34,44,52,5.14,2.72,43.0,5,Italian,Food Truck,2.522599237123746e-07,23,17,23_17
G0248,Koramangala,12.940869404144069,77.63835585782698,16467,81316.0,2952.0,4.08,223,4.22,14,60,50,120,4.87,1.71,26.28,9,North Indian,Bar/Pub,4.52876201855452e-07,26,23,26_23
G0249,Koramangala,12.9254017070367,77.61479602255571,13037,75255.0,5641.0,4.14,105,4.13,31,39,11,88,1.99,1.85,28.57,6,BBQ,Quick Service,5.212654086934994e-07,23,18,23_18
G0250,Koramangala,12.926629963182643,77.63073735708076,13668,88435.0,2447.0,3.45,388,3.33,21,69,39,64,3.48,4.01,5.98,4,Chinese,Family Style,1.9521440847738455e-07,23,21,23_21
G0251,Koramangala,12.9206579025726,77.61294769231641,12610,46154.0,3913.0,4.29,207,4.52,22,42,47,84,2.51,2.98,57.7,5,South Indian,Food Court,3.630703636710155e-07,22,17,22_17
G0252,Koramangala,12.946108890262089,77.62426351815793,20777,103382.0,1532.0,4.22,93,4.33,16,30,46,75,5.26,0.2,20.52,7,Japanese,Food Court,50.00000015100964,27,20,27_20
G0253,Koramangala,12.94086556990682,77.6101724749358,14371,49675.0,5889.0,3.31,363,3.14,35,72,104,83,1.38,2.67,20.42,3,South Indian,Fine Dining,5.273511431099916e-07,26,17,26_17
G0254,Koramangala,12.924468746291662,77.62065670320963,15800,101866.0,226.0,3.13,128,2.86,31,54,56,77,4.64,3.65,46.88,4,Bakery,Bar/Pub,1.5717342338368004e-07,23,19,23_19
G0255,Koramangala,12.943996427276028,77.61824585358917,17425,90634.0,3850.0,3.6,270,3.4,25,57,103,71,2.39,1.33,39.76,5,Chinese,Bar/Pub,6.244892425252958e-07,27,19,27_19
G0256,Koramangala,12.941732654573247,77.61206764054738,12063,114873.0,2111.0,4.69,162,4.99,19,53,8,66,4.98,3.33,47.06,8,Cafe,Food Court,2.646272135387586e-07,26,17,26_17
G0257,Koramangala,12.939252314731702,77.63108395468798,12529,145109.0,4748.0,3.99,191,4.1,21,30,95,120,3.61,3.28,69.69,6,Cafe,Food Truck,3.6749931998359477e-07,26,21,26_21
