Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Latitude,Longitude
Foodizo,"Chinese, Burger, Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",400," Banashankari, Bangalore",3.7,12.9240028,77.56421115
Fat2Fit Healthy Food,"Healthy Food, Beverages",500," HSR, Bangalore",3.7,12.9011786,77.64087942
Pop Hop,"Ice Cream, Desserts",300," Bangalore Central, Bellandur, Bangalore",3.7,12.92607035,77.67526064
Akshay Hotel - Gowdru Mane Oota,South Indian,250," Rajarajeshwari Nagar, Bangalore",3.7,12.90389668,77.51253102
Manchatti Homely Food,"South Indian, Kerala",250," CV Raman Nagar, Bangalore",3.7,12.979438,77.685
WOW! Momo,"Momos, Tibetan",400," HSR, Bangalore",3.7,12.91226449,77.64147788
Bengali Heartbeat,"Bengali, Chinese, North Indian",400," Rajarajeshwari Nagar, Bangalore",3.7,12.92492433,77.52688956
Brews N Bites,"Cafe, Fast Food, Chinese, Sandwich, Beverages",700," Electronic City, Bangalore",3.7,12.8413556,77.64494732
Shahi Kababs & Rolls,"Rolls, Kebab",200," Frazer Town, Bangalore",3.7,12.99484479,77.61627886
Hotel Green Tara,"Chinese, Tibetan, Momos",500," Brigade Road, Bangalore",3.7,12.97278637,77.607099
Sri Guru Nalapaka,"Chinese, North Indian, South Indian",800," KR Puram, Bangalore",3.7,13.00784769,77.69667137
La Pizzeria,Pizza,800," New BEL Road, Bangalore",3.7,13.028018,77.573377
New Royal Darbar,"North Indian, Chinese, Biryani",400," Yelahanka, Bangalore",3.7,13.1037082,77.57693958
Woodfired Cafe,"Pasta, Fast Food, Beverages, Momos",750," Hennur, Bangalore",3.7,13.06434908,77.64880233
Udupi Thindies,"South Indian, Chinese",200," Nagawara, Bangalore",3.7,13.04764205,77.62901366
L V Lunch Home,South Indian,150," Vijay Nagar, Bangalore",3.7,12.96820573,77.53383983
L V Lunch Home,South Indian,150," Vijay Nagar, Bangalore",3.7,12.96820573,77.53383983
Ocean Cake,Bakery,300," Kalyan Nagar, Bangalore",3.7,13.033792,77.633163
Raj Mess,"North Indian, Chinese, Fast Food, Beverages, Street Food",400," Rajarajeshwari Nagar, Bangalore",3.7,12.90246624,77.5205354
Malayali Cafe,"Chinese, North Indian, South Indian, Beverages",300," Old Airport Road, Bangalore",3.7,12.95916117,77.65551522
Brahmin's Khanavali,South Indian,200," St. Marks Road, Bangalore",3.7,12.97199375,77.60090712
Tapas Hideout,"Cafe, Rolls, Fast Food, North Indian, Beverages",400," Indiranagar, Bangalore",3.7,12.968931,77.635949
Raj Restaurant,"Andhra, Biryani",600," Majestic, Bangalore",3.7,12.97184313,77.58092534
K V Canteen,South Indian,150," Commercial Street, Bangalore",3.7,12.9835329,77.60900706
Moonlight Restaurant ,"North Indian, Chinese, Rolls",250," New BEL Road, Bangalore",3.7,13.03400037,77.56736523
King Punjabi Restaurant,"North Indian, Chinese",400," BTM, Bangalore",3.7,12.91794875,77.6126904
Savera Cafe,"Fast Food, Tea, Beverages",100," Shivajinagar, Bangalore",3.7,12.98614881,77.60506589
RK Chinese hut,"Fast Food, Chinese, North Indian, Beverages",600," BTM, Bangalore",3.7,12.9086987,77.6064145
Riches Pizza Burger,"Pizza, Fast Food",300," Peenya, Bangalore",3.7,13.01703682,77.51932908
Hungry B,"North Indian, Rolls, Chinese, Continental",400," Indiranagar, Bangalore",3.7,12.967533,77.636711
Golden Dragon Fast Food And Momo,"Chinese, Momos",300," BTM, Bangalore",3.7,12.9327814,77.6095264
Sri Manjunatha Tandoori Corner,"North Indian, Chinese, Mangalorean",450," Uttarahalli, Bangalore",3.7,12.91263737,77.54058056
Bidar Hyderabad Dum Biryani,"Biryani, North Indian",350," HSR, Bangalore",3.7,12.90870988,77.64757421
Snackkery-Pizza In Cones,"Pizza, Street Food",200," JP Nagar, Bangalore",3.7,12.89221005,77.58158516
The Food Court,"North Indian, Chinese, Biryani, Fast Food",500," Koramangala 4th Block, Bangalore",3.7,12.9352933,77.6295698
Pearl Cafe,"Fast Food, Beverages, Desserts",250," Koramangala 1st Block, Bangalore",3.7,12.9270229,77.6380959
Mandya Gowdru Biriyani Mane,"Chinese, Mughlai, North Indian",400," Uttarahalli, Bangalore",3.7,12.91191841,77.55275846
High On Chai,"Tea, Beverages, Street Food, Sandwich",400," Bellandur, Bangalore",3.7,12.915382,77.699063
Babz Kitchen,"North Indian, South Indian",350," Whitefield, Bangalore",3.7,12.9828775,77.7671266
Coconut Mama,"Beverages, Ice Cream",200," Jayanagar, Bangalore",3.7,12.9200536,77.59297013
Lassi Pluss,"Beverages, Ice Cream",300," Yelahanka, Bangalore",3.7,13.103425,77.576607
Krishna Food Centre,"North Indian, Chinese",250," Ejipura, Bangalore",3.7,12.9402065,77.6288829
Sufi Restaurant & Cafe,"Iranian, Mughlai, Chinese, Seafood",800," Banaswadi, Bangalore",3.7,13.01679934,77.65098061
Swad 'E' Punjab,"North Indian, Chinese, Fast Food, Italian, Beverages",900," Electronic City, Bangalore",3.7,12.84997654,77.66387802
Floating Cafe,Cafe,800," International Airport, Bangalore",3.7,13.188351,77.633682
Dwinks,"Chinese, Italian, North Indian, Bar Food",800," Rajajinagar, Bangalore",3.7,12.99924984,77.54981842
Garden Asia Restaurant,"Asian, Beverages",700," Koramangala 5th Block, Bangalore",3.7,12.93422795,77.61605859
Nammura Upachara,"South Indian, North Indian, Street Food, Chinese, Beverages",300," Basaveshwara Nagar, Bangalore",3.7,12.99584479,77.53962234
Tewari Bros Mithai Shoppie,"Street Food, Mithai",200," Commercial Street, Bangalore",3.7,12.98009333,77.61278596
Wow! China By Wow! Momo,"Chinese, Asian",600," Orion Mall, Malleshwaram, Bangalore",3.7,13.0114096,77.5549029
MG's Fine Dining & Bar - Springs Hotel & Spa,"North Indian, Asian, Continental, Mughlai",800," Springs Hotel & Spa, Basavanagudi, Bangalore",3.7,12.95624111,77.5835301
New Govind Rao Military Hotel,South Indian,350," Majestic, Bangalore",3.7,12.97237177,77.57017169
Shalimar Dine,"Malwani, Chinese, North Indian",500," Jakkur, Bangalore",3.7,13.072594,77.633479
Venkateshwara Sweets And Restaurant,"Street Food, Beverages, Desserts",200," JP Nagar, Bangalore",3.7,12.90634643,77.59071641
Kesar Rajasthani Parotha Point,"North Indian, Rajasthani",300," Basavanagudi, Bangalore",3.7,12.95117168,77.57744081
Rolls N Snacks,"Street Food, Fast Food, Sandwich, Burger, Beverages",200," Vijay Nagar, Bangalore",3.7,12.97161998,77.54700311
Santhrupthii Hotel,South Indian,400," Rajarajeshwari Nagar, Bangalore",3.7,12.91488899,77.51781765
Cardamom- Ghar Ka Swad,"Chinese, North Indian, Rolls",300," BTM, Bangalore",3.7,12.91183116,77.60264184
One Atria Cafe - Radisson Blu Atria,"South Indian, North Indian, Chinese, Biryani",1500," Radisson Blu Atria, Bangalore",3.7,12.98019526,77.58610938
Asia Live,"Asian, Thai, Sushi",1000," Brookefield, Bangalore",3.7,12.96448692,77.71578245
Gowda's Biriyani Corner,"South Indian, Biryani",400," Vijay Nagar, Bangalore",3.7,12.96882651,77.54430916
Shawarma Grill House,"Chinese, Biryani, Mughlai",500," Rajajinagar, Bangalore",3.7,12.99245472,77.55688939
Jodhpur Sweets & Corner,"Desserts, Street Food, Mithai",200," BTM, Bangalore",3.7,12.92204896,77.61405833
Vishal Chaat & Snacks,"Mithai, Street Food",250," Kadubeesanahalli, Bangalore",3.7,12.93659212,77.70328403
Srinathji's,"North Indian, Chinese, Pizza, Street Food",800," Indiranagar, Bangalore",3.7,12.97957484,77.6421649
Gundappa Donne Biryani,"Biryani, South Indian",300," Seshadripuram, Bangalore",3.7,12.99780034,77.58146748
Shahi Chicken Biriyani,"Biryani, Chinese",200," Rajajinagar, Bangalore",3.7,12.99475,77.55527
Hotel Aradhana,North Indian,300," Bannerghatta Road, Bangalore",3.7,12.91156318,77.60008335
Namma Bakery,Bakery,300," Rajarajeshwari Nagar, Bangalore",3.7,12.91529977,77.52068762
i-Bar - The Park Bangalore,"North Indian, Chinese, Mediterranean",3000," The Park, MG Road, Bangalore",3.7,12.97403313,77.61990387
Sri Vishnu Grand,"South Indian, North Indian, Chinese, Street Food",450," Sarjapur Road, Bangalore",3.7,12.90490923,77.67565686
The Flying Squirrel,"Cafe, Fast Food, Desserts, Beverages",400," Brigade Road, Bangalore",3.7,12.97315423,77.60738995
Kshatriya's Kitchen,"Andhra, North Indian, Biryani, Seafood",400," Whitefield, Bangalore",3.7,12.96482084,77.75871422
Cafe Aurora,"Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",600," JP Nagar, Bangalore",3.7,12.91064357,77.59119987
Zayan Kabab Korner,"North Indian, Chinese, Biryani, Kebab",300," Frazer Town, Bangalore",3.7,13.00060296,77.61625405
Kallayi Restaurant,"Mangalorean, Kerala, Chinese",400," KR Puram, Bangalore",3.7,13.00466,77.70999122
Punjab Mail,"North Indian, Chinese, Beverages",650," Malleshwaram, Bangalore",3.7,12.99852362,77.56942503
Royale Dine,"North Indian, Kebab, Biryani, Chinese, Seafood, Desserts, Beverages",600," Sarjapur Road, Bangalore",3.7,12.91180665,77.68202987
Tower Resto Bar,"North Indian, Mughlai, Chinese, Fast Food, Continental, Pasta",900," New BEL Road, Bangalore",3.7,13.03419799,77.56920207
Avon Pub And Kitchen,"Chinese, North Indian, Italian, Fast Food",1000," BTM, Bangalore",3.7,12.91392495,77.61087321
Ecstasy,"Cafe, Continental",600," Indiranagar, Bangalore",3.7,12.970595,77.642095
De Grand Restaurant,"North Indian, Chinese, Kebab, Biryani, Rolls, Kerala, South Indian",400," Banaswadi, Bangalore",3.7,13.01613197,77.65044115
New Udupi Garden,"South Indian, North Indian, Street Food, Beverages, Ice Cream, Chinese, Juices",500," KR Puram, Bangalore",3.7,13.014544,77.709584
Green Chilly,"North Indian, Chinese, Beverages",400," Rajajinagar, Bangalore",3.7,13.00011457,77.55567603
RR Biryani Park,"North Indian, South Indian, Biryani, Andhra, Mughlai, Chinese",300," Rajarajeshwari Nagar, Bangalore",3.7,12.92369857,77.51415208
Brundavan Upchar,"North Indian, South Indian, Chinese",250," BTM, Bangalore",3.7,12.91263,77.546363
Shetty Lunch Home,"Mangalorean, North Indian, Biryani, Chinese",300," RT Nagar, Bangalore",3.7,13.02416837,77.59854175
La Utsav - Grand Mercure,"North Indian, South Indian, Continental, Oriental, Italian, Desserts, Beverages",3000," Grand Mercure, Bangalore",3.7,12.993149,77.662223
La Utsav - Grand Mercure,"North Indian, South Indian, Continental, Oriental, Italian, Desserts, Beverages",3000," Grand Mercure, Bangalore",3.7,12.993149,77.662223
SLV Swadishta,"South Indian, Street Food, North Indian, Beverages",300," Banashankari, Bangalore",3.7,12.92678404,77.56474257
Kannur Restaurant,"South Indian, Kerala, Chinese, Beverages",500," Kammanahalli, Bangalore",3.7,13.01522744,77.63943538
Appaji Mane,South Indian,400," Peenya, Bangalore",3.7,13.02258933,77.50973884
Fish Land Family Restaurant,"Mangalorean, Biryani, Chinese, North Indian",600," Marathahalli, Bangalore",3.7,12.95688838,77.70240393
Tea and Wine Lounge - Radisson Blu Atria,"Cafe, Fast Food, Desserts, Beverages",1000," Radisson Blu Atria, Bangalore",3.7,12.98021487,77.58611642
Two Tender Coco,Beverages,150," RT Nagar, Bangalore",3.7,13.02457767,77.59495664
Sharma Chats,Street Food,100," Kengeri, Bangalore",3.7,12.9236502,77.48625007
Bangaliana,Bengali,600," Koramangala 7th Block, Bangalore",3.7,12.93613955,77.61474799
Lazio Steaks & More,"Continental, Chinese, Steak",1000," Frazer Town, Bangalore",3.7,12.99719858,77.61456627
Amaravathi Bar & Restaurant,"North Indian, Chinese, South Indian",650," Jayanagar, Bangalore",3.7,12.91702295,77.59691399
Desi Khana,"North Indian, Chinese, Street Food, Beverages",500," Whitefield, Bangalore",3.7,12.959835,77.730755
Petuk,"Bengali, North Indian, Chinese, Biryani",400," Whitefield, Bangalore",3.7,12.9825221,77.7669476
Lulu's Family Restaurant,"North Indian, Chinese, Andhra, Rolls, Beverages",400," KR Puram, Bangalore",3.7,13.004622,77.710036
Davangere Butter Dosa Hotel,South Indian,150," Kumaraswamy Layout, Bangalore",3.7,12.90663892,77.56339341
Sri Ruchi Restuarant,"Chinese, North Indian, Mughlai, Biryani, Andhra, Seafood, Lebanese, Beverages",600," Banaswadi, Bangalore",3.7,13.01933781,77.65607312
Keventers - Milkshakes & Ice Creams,"Beverages, Desserts, Ice Cream",400," New BEL Road, Bangalore",3.7,13.039099,77.564152
Malleshwaram Holige Mane,South Indian,200," Malleshwaram, Bangalore",3.7,12.997636,77.570995
Om Shiva Shakthi Chats Centre,"Street Food, Fast Food, Beverages",250," Basavanagudi, Bangalore",3.7,12.94174648,77.5704664
Hotel SLV Grand,"South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages",350," Nagarbhavi, Bangalore",3.7,12.95807608,77.51829945
Hotel Janatha,South Indian,250," Wilson Garden, Bangalore",3.7,12.94847665,77.59815082
Cafe Lazy Lad,"Cafe, Continental, Fast Food, Beverages",400," Kalyan Nagar, Bangalore",3.7,13.019178,77.647181
Mr. Gola,Desserts,100," Mantri Square, Malleshwaram, Bangalore",3.7,12.99165138,77.57054687
Donne Biryani Corner,"Biryani, South Indian",300," Kumaraswamy Layout, Bangalore",3.7,12.9067605,77.5635815
Donne Biryani Corner,"Biryani, South Indian",300," Kumaraswamy Layout, Bangalore",3.7,12.9067605,77.5635815
Chameleon Lounge Bar,"North Indian, Chinese, Finger Food, Desserts",1400," Comfort Inn Insys, Yeshwantpur, Bangalore",3.7,13.02814695,77.55866434
Marwadi Chaat Tiffin Services,"North Indian, Street Food",250," BTM, Bangalore",3.7,12.916686,77.606264
Cafe Cerrise,"Cafe, Continental, Salad",600," Ulsoor, Bangalore",3.7,12.9839024,77.61738963
Calvin's,"Desserts, Bakery, Continental, Salad, Burger, Pizza",600," Whitefield, Bangalore",3.7,13.01061492,77.75968283
Tiwari's,"North Indian, Rajasthani, Street Food",300," Banashankari, Bangalore",3.7,12.92405868,77.56411459
Frozen Coast,"Desserts, Ice Cream",250," Malleshwaram, Bangalore",3.7,13.00769284,77.56093282
Pasta Factory,"Italian, Fast Food",600," Nagawara, Bangalore",3.7,13.04451692,77.62113132
Bansuri Sweets,"Mithai, North Indian, Street Food",200," BTM, Bangalore",3.7,12.9139537,77.61021405
White Horse,"North Indian, Mangalorean, Chinese, Mughlai",400," JP Nagar, Bangalore",3.7,12.90525523,77.5856648
Uttar Karnataka Meals Restaurant,South Indian,200," Jayanagar, Bangalore",3.7,12.91903566,77.59237703
Utsav,"North Indian, Street Food, Chinese",350," Banashankari, Bangalore",3.7,12.92967896,77.55232126
D A Ying Yang Cuisines,Chinese,300," Vasanth Nagar, Bangalore",3.7,12.99735637,77.60106772
Nammura Upahara,South Indian,150," JP Nagar, Bangalore",3.7,12.91504291,77.58725133
Chaat Lane,"Street Food, North Indian, Beverages",200," Whitefield, Bangalore",3.7,12.95583138,77.71787558
Suguna Kabab Corner,"Biryani, Andhra",300," Vijay Nagar, Bangalore",3.7,12.96881801,77.54435174
Havyaka Mess,South Indian,300," Banashankari, Bangalore",3.7,12.93738812,77.54907142
Rotti Mane,South Indian,200," Jayanagar, Bangalore",3.7,12.91909513,77.59178728
All 'Bout Coffee,"Cafe, Beverages",300," Frazer Town, Bangalore",3.7,13.00161731,77.6239131
KL-58 Thalassery Cafe,"Kerala, Tea",100," New BEL Road, Bangalore",3.7,13.06968074,77.55540043
Sri Sai Dosa Center,South Indian,100," Malleshwaram, Bangalore",3.7,13.00104104,77.57233657
Hot Coffee,"South Indian, Chinese, Street Food",150," Vijay Nagar, Bangalore",3.7,12.96939501,77.53489394
Udupi Sagar,"North Indian, South Indian, Chinese",350," Marathahalli, Bangalore",3.7,12.93325091,77.69678671
Kerala Mess,"Kerala, South Indian",200," Yelahanka, Bangalore",3.7,13.10620822,77.57447094
On The Nose,"Cafe, Italian, Mexican, Chinese",600," BTM, Bangalore",3.7,12.91543376,77.6056077
Biryani Paradise,"Andhra, Biryani",700," Whitefield, Bangalore",3.7,12.98647519,77.7086233
Hyderabadi Bawarchi,"Biryani, North Indian, Chinese, Seafood",750," Yelahanka, Bangalore",3.7,13.09918321,77.58960329
Kim Lee Restaurant,"Chinese, Seafood",700," Rajajinagar, Bangalore",3.7,12.98477176,77.55364828
King's Club,"South Indian, Asian, North Indian, Biryani, Fast Food, Beverages",1200," Nagarbhavi, Bangalore",3.7,12.966615,77.4918571
Barbeque Delight,"North Indian, Biryani, Chinese, Kebab, Seafood, BBQ, Desserts, Beverages",800," Sarjapur Road, Bangalore",3.7,12.90550556,77.67577596
Saara's Grill n Spice - SS Lumina Hotel,"North Indian, Arabian",900," Koramangala 7th Block, Bangalore",3.7,12.93617157,77.61671204
Parsa's,"Kashmiri, North Indian, Rolls",800," Koramangala 5th Block, Bangalore",3.7,12.933811,77.618669
Royal Calcutta Restaurant,"Bengali, North Indian, Chinese, Mughlai, Desserts",500," Koramangala 1st Block, Bangalore",3.7,12.92474885,77.63663515
Nadan Thattukada,"Kerala, South Indian, Beverages",200," BTM, Bangalore",3.7,12.92316,77.61274
Marwari Basa,"Rajasthani, North Indian",300," Nagawara, Bangalore",3.7,13.04147734,77.62189943
Burger Man,"Burger, Fast Food",300," New BEL Road, Bangalore",3.7,13.0326703,77.56636195
Burger Man,"Burger, Fast Food",300," New BEL Road, Bangalore",3.7,13.0326703,77.56636195
South Spicy Bites Xpress,"Seafood, Chinese, Malwani, North Indian",400," Sahakara Nagar, Bangalore",3.7,13.06101841,77.58735828
Kulcha Haveli,North Indian,350," Bellandur, Bangalore",3.7,12.92458088,77.67430075
Kadalu Sea Food Restaurant,"Seafood, South Indian, North Indian, Mangalorean, Biryani",500," Vijay Nagar, Bangalore",3.7,12.958559,77.53371444
Kenny's Restaurant,Chinese,450," Frazer Town, Bangalore",3.7,13.0009398,77.6297027
Gowdru Mane Oota,"South Indian, Andhra",400," JP Nagar, Bangalore",3.7,12.90479998,77.58037012
Mango Tree Grand,"Andhra, North Indian",700," Bellandur, Bangalore",3.7,12.92335969,77.67132752
Coorg Lunch Home,South Indian,250," Kammanahalli, Bangalore",3.7,13.02571637,77.63093211
Hotel Brundavan,"North Indian, Chinese, South Indian",250," Bannerghatta Road, Bangalore",3.7,12.87629908,77.61459041
Khans Kitchens,"Chinese, North Indian, Fast Food, Biryani, Mughlai, BBQ",400," Jakkur, Bangalore",3.7,13.088037,77.634982
Nature's Caff,"Cafe, Chinese, Fast Food, Beverages",500," Sadashiv Nagar, Bangalore",3.7,13.00626822,77.58230232
Vijayanagara Samrat Food Corner,Biryani,350," Vijay Nagar, Bangalore",3.7,12.96817796,77.53395617
Durga Chats,"Street Food, Beverages",150," Vijay Nagar, Bangalore",3.7,12.96730234,77.54229113
New Darbar Restaurant,"North Indian, Chinese, Rolls, Kebab, Mughlai, Biryani, Seafood",450," Sanjay Nagar, Bangalore",3.7,13.02930752,77.57866055
Falooda Cafe,"Beverages, Desserts",200," BTM, Bangalore",3.7,12.9245652,77.61502795
BKC- Bangalore Kitchen Cafe,"Fast Food, Beverages, North Indian, Italian, Mexican, Lebanese",400," HSR, Bangalore",3.7,12.912544,77.652334
Majaa Express,"South Indian, Street Food, Chinese",300," Nagarbhavi, Bangalore",3.7,12.97782335,77.50603538
Ganesh Food Joint,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages",250," Frazer Town, Bangalore",3.7,13.00147945,77.5948735
Wok With Mac,"Chinese, Fast Food, Beverages",500," Indiranagar, Bangalore",3.7,12.96996187,77.63881914
Basaveshwar Khanavali,South Indian,250," Wilson Garden, Bangalore",3.7,12.94858938,77.60043841
Hotel Raghavendra Prasanna,South Indian,250," City Market, Bangalore",3.7,12.96893596,77.57526252
Empark Inn Restaurant,"North Indian, Chinese",350," Jayanagar, Bangalore",,12.94110015,77.59326249
Punjab Express,"North Indian, Street Food",300," New BEL Road, Bangalore",3.7,13.02508267,77.57984474
Mr Savji,South Indian,250," Rajajinagar, Bangalore",3.7,12.99783693,77.55483817
Chops N Grills,"Cafe, Continental, Fast Food",800," Kammanahalli, Bangalore",3.7,13.01603626,77.63386074
Meaww Milkshakes And Waffles,"Beverages, Desserts",350," New BEL Road, Bangalore",3.7,13.030879,77.569885
The Jade Kitchen,"Chinese, Thai, Beverages, North Indian",600," Jayanagar, Bangalore",3.7,12.91863861,77.58602891
Equinox Bar - DoubleTree Suites By Hilton,"Finger Food, Lebanese, Continental, Beverages",2300," DoubleTree Suites By Hilton, Sarjapur Road, Bangalore",3.7,12.92016961,77.66572304
Kafe Together,"Fast Food, Burger, Chinese, Beverages",400," Banashankari, Bangalore",3.7,12.92654287,77.5506147
